index,id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper
546,938,0,1,12,25,8.0,8.0,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,828,0,28.0,103.0,4.0,1.0,7
547,939,0,1,12,25,10.0,10.0,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159,0,30.0,94.0,1.0,1.0,7
548,940,0,1,10,27,10.0,6.0,94700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,700,0,22.0,,1.0,0.0,11
549,941,0,1,13,28,10.0,12.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,36.0,102.0,1.0,0.0,9
550,942,0,1,12,24,10.0,12.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304,0,14.0,,1.0,1.0,6
551,944,0,1,16,25,12.0,16.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,553,0,31.0,112.0,6.0,1.0,3
552,945,0,1,14,26,7.0,6.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,542,0,35.0,101.0,1.0,1.0,6
553,947,0,1,16,24,12.0,12.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,0,30.0,121.0,1.0,1.0,2
554,948,0,1,16,24,12.0,12.0,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385,0,40.0,105.0,1.0,1.0,2
555,949,1,0,12,32,10.0,8.0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1442,0,42.0,96.0,1.0,1.0,14
556,951,1,0,16,32,14.0,14.0,408301,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,879,0,45.0,128.0,1.0,1.0,10
557,953,1,0,13,24,16.0,14.0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,37.0,,6.0,1.0,5
558,954,1,0,12,28,12.0,9.0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,863,0,26.0,110.0,1.0,0.0,10
559,956,1,0,12,27,11.0,12.0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,740,0,32.0,92.0,1.0,1.0,9
560,957,1,0,12,34,,,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,889,0,39.0,87.0,1.0,1.0,16
561,958,1,0,15,29,9.0,10.0,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,458,1,34.0,126.0,1.0,1.0,8
562,961,0,1,12,34,,9.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,34.0,98.0,1.0,1.0,16
563,963,0,1,12,34,,,408301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,39.0,103.0,1.0,1.0,16
564,965,0,1,14,33,8.0,12.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,744,0,49.0,122.0,1.0,1.0,13
565,967,0,1,16,32,12.0,11.0,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,889,0,43.0,109.0,1.0,1.0,10
566,969,0,1,18,32,12.0,12.0,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,692,0,37.0,125.0,1.0,1.0,8
567,971,0,1,18,33,12.0,12.0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,604,0,38.0,119.0,1.0,0.0,9
568,972,0,1,18,30,,14.0,551690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,42.0,97.0,1.0,1.0,6
569,973,0,1,14,33,8.0,12.0,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,746,0,36.0,103.0,1.0,1.0,13
570,974,0,1,18,33,8.0,16.0,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,726,0,42.0,95.0,1.0,1.0,9
571,975,0,1,12,30,8.0,10.0,612989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,560,0,40.0,99.0,1.0,1.0,12
572,976,0,1,12,26,12.0,10.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,424,0,31.0,106.0,1.0,1.0,8
573,977,0,1,12,26,,12.0,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,33.0,117.0,1.0,1.0,8
574,978,0,1,14,26,12.0,12.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,250,0,40.0,112.0,5.0,1.0,6
575,979,0,1,13,26,8.0,12.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,646,0,30.0,136.0,1.0,1.0,7
576,980,0,1,12,24,12.0,12.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,598,0,35.0,,1.0,1.0,6
577,981,0,1,12,27,8.0,8.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,33.0,110.0,5.0,1.0,9
578,983,1,1,12,28,12.0,13.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,528,0,26.0,111.0,1.0,1.0,10
579,984,1,1,12,26,12.0,13.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481,0,32.0,115.0,4.0,1.0,8
580,985,1,1,12,33,6.0,12.0,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,850,0,47.0,90.0,1.0,1.0,15
581,986,1,1,14,30,,,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,506,0,45.0,98.0,1.0,1.0,10
582,987,1,1,12,29,8.0,8.0,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,512,0,41.0,106.0,1.0,0.0,11
583,988,1,1,11,26,,9.0,364232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,220,0,20.0,,6.0,0.0,9
584,989,1,1,16,24,,,118599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,1,38.0,,6.0,1.0,2
585,990,1,1,12,31,11.0,12.0,134858,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,240,0,44.0,95.0,1.0,1.0,13
586,991,1,1,12,28,11.0,12.0,103231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,557,0,43.0,115.0,1.0,1.0,10
587,996,1,1,15,27,12.0,12.0,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,40.0,106.0,6.0,0.0,6
588,997,1,1,16,26,,,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,372,0,34.0,102.0,1.0,1.0,4
589,998,1,1,10,25,8.0,8.0,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350,0,26.0,91.0,5.0,0.0,9
590,999,1,1,12,26,8.0,8.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,584,0,26.0,114.0,1.0,0.0,8
591,1004,1,1,13,26,10.0,12.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515,0,34.0,92.0,5.0,1.0,7
592,1006,0,0,12,29,,,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,43.0,111.0,5.0,1.0,11
593,1008,0,0,16,25,12.0,12.0,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,34.0,111.0,4.0,1.0,3
594,1009,0,0,12,33,,12.0,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,38.0,,1.0,1.0,15
595,1010,0,0,12,26,,12.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,30.0,96.0,1.0,1.0,8
596,1011,0,0,17,27,12.0,13.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,36.0,119.0,1.0,1.0,4
597,1012,0,0,13,26,12.0,13.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,32.0,85.0,1.0,1.0,7
598,1013,0,0,16,26,12.0,12.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,34.0,98.0,1.0,1.0,4
599,1014,0,0,13,24,12.0,12.0,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,30.0,114.0,1.0,1.0,5
600,1015,0,0,12,33,,,352069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,39.0,79.0,1.0,1.0,15
601,1017,0,0,10,32,,,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,30.0,,1.0,1.0,16
602,1020,0,0,13,29,16.0,16.0,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,42.0,108.0,1.0,1.0,10
603,1021,0,0,12,34,8.0,12.0,316862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,,,1.0,1.0,16
604,1023,0,0,15,29,8.0,12.0,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,39.0,121.0,6.0,1.0,8
605,1024,0,0,9,24,10.0,12.0,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1,36.0,,6.0,1.0,9
606,1026,0,0,12,25,12.0,,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,40.0,117.0,1.0,0.0,7
607,1027,0,0,13,24,12.0,,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,21.0,,1.0,0.0,5
608,1028,0,0,12,29,4.0,8.0,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,32.0,107.0,1.0,0.0,11
609,1030,0,0,12,29,,,551690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,1,40.0,103.0,1.0,1.0,11
610,1031,0,0,15,31,10.0,12.0,612989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,750,0,45.0,105.0,1.0,1.0,10
611,1033,0,0,16,33,12.0,9.0,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,41.0,105.0,1.0,1.0,11
612,1034,0,0,12,34,12.0,14.0,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,43.0,88.0,1.0,1.0,16
613,1036,1,1,12,26,12.0,10.0,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,280,0,34.0,96.0,1.0,1.0,8
614,1037,1,1,18,32,,7.0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,769,0,46.0,105.0,1.0,1.0,8
615,1038,1,1,13,32,7.0,12.0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1010,0,41.0,,4.0,0.0,13
616,1040,1,1,14,26,16.0,14.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,517,0,34.0,100.0,1.0,1.0,6
617,1041,1,1,16,26,16.0,14.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,43.0,116.0,6.0,1.0,4
618,1046,1,1,12,25,12.0,10.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,0,22.0,86.0,1.0,1.0,7
619,1047,0,1,12,31,12.0,10.0,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,27.0,88.0,1.0,1.0,13
620,1049,0,1,7,31,,,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,34.0,,1.0,0.0,18
621,1050,0,1,11,33,,,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,34.0,97.0,1.0,1.0,16
622,1051,0,1,16,29,,12.0,428238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,43.0,112.0,5.0,1.0,7
623,1052,0,1,18,26,18.0,14.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,35.0,125.0,6.0,1.0,2
624,1053,0,1,12,28,11.0,11.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,12.0,,1.0,1.0,10
625,1054,0,1,12,27,,,327808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,37.0,,4.0,1.0,9
626,1056,0,1,10,34,9.0,,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,31.0,84.0,1.0,1.0,18
627,1058,1,1,16,29,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,769,0,45.0,117.0,1.0,1.0,7
628,1059,1,1,16,26,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,42.0,110.0,6.0,1.0,4
629,1060,1,1,13,29,,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,32.0,104.0,1.0,1.0,10
630,1062,1,1,14,30,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,35.0,101.0,1.0,1.0,10
631,1063,1,1,16,26,12.0,11.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,817,0,33.0,99.0,1.0,1.0,4
632,1064,1,1,12,34,8.0,,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,377,0,35.0,87.0,1.0,1.0,16
633,1067,1,1,12,33,,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,708,0,43.0,101.0,1.0,0.0,15
634,1068,1,1,14,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,411,0,31.0,117.0,1.0,1.0,4
635,1070,1,1,13,32,,,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1339,0,41.0,108.0,1.0,1.0,13
636,1071,1,1,12,34,,1.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,716,0,42.0,,1.0,0.0,16
637,1075,1,1,10,32,,9.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,192,0,37.0,86.0,4.0,1.0,16
638,1076,1,1,16,32,8.0,,141996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,797,0,43.0,,6.0,0.0,10
639,1077,1,1,16,34,10.0,10.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,924,0,33.0,69.0,1.0,1.0,12
640,1078,1,1,15,26,18.0,16.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,240,1,30.0,105.0,6.0,1.0,5
641,1079,1,1,13,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,39.0,104.0,1.0,0.0,6
642,1080,1,1,8,24,7.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1025,0,34.0,,1.0,0.0,10
643,1081,1,1,12,28,9.0,11.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,503,0,38.0,109.0,1.0,1.0,10
644,1089,1,1,16,28,8.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,462,0,39.0,85.0,1.0,1.0,6
645,1090,1,1,16,25,9.0,11.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,476,0,36.0,114.0,1.0,1.0,3
646,1091,1,1,15,26,8.0,13.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,500,0,33.0,99.0,4.0,1.0,5
647,1094,1,1,12,34,,,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,42.0,,1.0,1.0,16
648,1095,1,1,13,34,,,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,663,0,46.0,90.0,1.0,1.0,15
649,1097,1,1,15,34,12.0,12.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,707,0,46.0,119.0,1.0,1.0,13
650,1098,1,1,16,31,,,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,928,0,42.0,120.0,1.0,1.0,9
651,1099,1,1,12,24,,,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,36.0,,1.0,1.0,6
652,1100,1,1,15,27,18.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,365,0,46.0,112.0,1.0,1.0,6
653,1101,1,1,12,30,,,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,645,0,,97.0,1.0,1.0,12
654,1104,0,1,18,25,14.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,462,0,30.0,107.0,1.0,1.0,1
655,1105,0,1,18,33,8.0,12.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1026,0,41.0,117.0,1.0,1.0,9
656,1107,0,1,12,24,12.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,0,34.0,,1.0,1.0,6
657,1110,0,1,18,29,16.0,16.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,375,0,41.0,125.0,6.0,1.0,5
658,1111,0,1,18,34,18.0,16.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1538,0,47.0,112.0,1.0,1.0,10
659,1112,0,1,18,33,18.0,14.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,923,0,46.0,106.0,5.0,1.0,9
660,1113,0,1,13,26,8.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,568,0,40.0,104.0,4.0,1.0,7
661,1114,0,1,14,25,8.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600,0,23.0,89.0,6.0,1.0,5
662,1115,0,1,15,27,17.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,721,0,38.0,116.0,1.0,1.0,6
663,1116,0,1,17,24,18.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1116,1,46.0,,6.0,1.0,1
664,1121,0,1,14,27,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,712,0,44.0,123.0,1.0,1.0,7
665,1122,0,1,16,29,,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,808,0,40.0,118.0,1.0,1.0,7
666,1124,0,1,11,27,8.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,925,0,31.0,106.0,1.0,1.0,10
667,1126,0,1,9,25,,,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,550,0,22.0,,4.0,1.0,10
668,1127,0,1,12,26,,,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,271,0,20.0,91.0,6.0,1.0,8
669,1129,1,1,7,32,8.0,11.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,22.0,,1.0,1.0,19
670,1130,1,1,12,30,7.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1200,0,29.0,103.0,1.0,1.0,12
671,1131,1,1,14,33,6.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,581,0,40.0,114.0,1.0,0.0,13
672,1132,1,1,17,34,12.0,8.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,686,0,41.0,105.0,1.0,1.0,11
673,1133,1,1,18,32,12.0,8.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1000,0,34.0,84.0,1.0,1.0,8
674,1134,1,1,13,24,9.0,8.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,537,0,31.0,,6.0,1.0,5
675,1135,1,1,12,28,,11.0,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,690,1,32.0,89.0,1.0,0.0,10
676,1139,1,1,12,28,12.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,36.0,81.0,6.0,1.0,10
677,1141,0,1,13,33,3.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,36.0,118.0,1.0,1.0,14
678,1142,0,1,17,29,8.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,913,1,38.0,91.0,1.0,1.0,6
679,1144,0,1,15,24,8.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,19.0,,6.0,1.0,3
680,1145,0,1,16,24,12.0,12.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,29.0,113.0,6.0,1.0,2
681,1146,0,1,12,26,8.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,0,38.0,121.0,1.0,1.0,8
682,1147,0,1,12,31,6.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,36.0,102.0,1.0,1.0,13
683,1148,0,1,12,32,,6.0,346581,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,677,0,36.0,104.0,5.0,1.0,14
684,1150,0,1,18,27,9.0,10.0,405452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,473,0,31.0,106.0,1.0,1.0,3
685,1152,0,1,14,24,8.0,12.0,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39.0,,1.0,1.0,4
686,1153,0,1,15,32,9.0,12.0,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45.0,108.0,1.0,1.0,11
687,1154,0,1,16,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41.0,108.0,6.0,0.0,2
688,1155,0,1,16,25,16.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51.0,121.0,6.0,1.0,3
689,1156,0,1,12,26,7.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,,87.0,4.0,0.0,8
690,1158,0,1,18,30,12.0,14.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35.0,107.0,1.0,1.0,6
691,1159,0,1,14,29,12.0,14.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43.0,112.0,6.0,1.0,9
692,1160,0,1,18,25,12.0,14.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501,0,29.0,116.0,1.0,1.0,1
693,1161,0,1,12,29,12.0,12.0,520447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,36.0,115.0,6.0,1.0,11
694,1162,0,1,12,26,12.0,12.0,398393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,981,0,39.0,107.0,1.0,1.0,8
695,1163,1,1,14,30,12.0,12.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,649,0,36.0,117.0,1.0,1.0,10
696,1168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36.0,110.0,1.0,1.0,14
697,1169,1,1,16,28,12.0,11.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35.0,97.0,1.0,1.0,6
698,1172,1,1,12,29,11.0,12.0,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42.0,96.0,4.0,1.0,11
699,1173,1,1,12,27,8.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45.0,,1.0,1.0,9
700,1177,1,1,13,25,14.0,12.0,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28.0,,1.0,1.0,6
701,1179,1,1,13,27,6.0,6.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34.0,91.0,1.0,1.0,8
702,1180,1,1,14,26,,6.0,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31.0,97.0,6.0,1.0,6
703,1183,1,1,12,28,12.0,8.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38.0,90.0,1.0,1.0,10
704,1184,1,1,16,27,7.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112.0,1.0,1.0,5
705,1185,1,1,12,25,7.0,8.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27.0,97.0,1.0,1.0,7
706,1186,1,1,14,29,11.0,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45.0,120.0,1.0,1.0,9
707,1187,1,1,13,25,12.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40.0,109.0,6.0,1.0,6
708,1188,1,1,12,28,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36.0,,1.0,1.0,10
709,1189,1,1,12,26,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,297,0,26.0,,6.0,1.0,8
710,1191,1,1,8,33,,,141996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,947,0,37.0,,5.0,0.0,19
711,1192,1,1,12,34,8.0,9.0,141996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,500,0,40.0,99.0,1.0,1.0,16
712,1202,1,1,13,25,5.0,7.0,96681,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,620,0,43.0,,4.0,1.0,6
713,1203,1,1,12,25,,10.0,96681,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,277,0,31.0,,1.0,,7
714,1205,0,1,10,26,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,29.0,99.0,1.0,1.0,10
715,1206,0,1,10,25,5.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,34.0,,6.0,1.0,9
716,1207,0,1,12,33,,,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,32.0,85.0,1.0,1.0,15
717,1209,0,1,12,27,,11.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,404,0,32.0,97.0,6.0,1.0,9
718,1210,0,1,12,25,,11.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,40.0,95.0,1.0,1.0,7
719,1213,0,1,12,24,3.0,2.0,395512,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,250,0,28.0,,6.0,1.0,6
720,1215,0,1,11,26,,9.0,450502,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,727,0,23.0,,4.0,1.0,9
721,1216,0,1,12,24,,9.0,439458,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,667,0,30.0,,1.0,1.0,6
722,1224,0,1,12,28,,6.0,117131,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,962,0,31.0,80.0,4.0,1.0,10
723,1228,0,1,14,27,,8.0,90623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,44.0,126.0,6.0,1.0,7
